root	stem	dcs_lemma	scherzl_case	ud_case	subtype	example_only	pages	verdict	dep_gov_count	dep_total	cooc_count	cooc_expected	cooc_ratio	verb_freq	verb_parsed_freq
bhāṣ	bhāṣ	bhāṣ	acc	Acc		False	69	CONFIRMED	18	59	1162	742.5	1.565	1532	22
bhāṣ	bhāṣ	bhāṣ	instr	Ins	p	True	121	CONFIRMED	8	59	372	355.6	1.046	1532	22
bhāṣ	sambhāṣ	sambhāṣ	acc	Acc		False	59	CONFIRMED	1	9	86	65.9	1.305	136	8
bhī	bhī	bhī	abl	Abl		False	192,193	CONFIRMED	22	66	433	108.2	4.002	1384	60
bhī	bhī	bhī	gen	Gen		False	249	CONFIRMED	1	66	385	347.8	1.107	1384	60
bhid	bhid	bhid	acc	Acc		False	46,48	CONFIRMED	38	64	1168	992.1	1.177	2047	62
bhid	bhid	bhid	instr	Ins	orud	True	107	CONFIRMED	5	64	708	475.1	1.49	2047	62
bhid	bhid	bhid	instr	Ins	adv	True	131	CONFIRMED	5	64	708	475.1	1.49	2047	62
bhid	bhid	bhid	abl	Abl		False	207,208	UNATTESTED-INSUFFICIENT	0	64	255	160.0	1.593	2047	62
bhid	vibhid	vibhid	instr	Ins	sep	False	133,135	UNATTESTED-INSUFFICIENT	0	1	56	31.6	1.774	136	1
bhikṣ	bhikṣ	bhikṣ	gen	Gen		False	254,256	CONFIRMED	2	23	32	25.9	1.236	103	16
bhram	bhram	bhram	acc	Acc		False	51,53	UNATTESTED-INSUFFICIENT	0	0	291	286.9	1.014	592	0
bhraṁś	bhraṁś	bhraṃś	abl	Abl		False	186,188	CONFIRMED	1	2	125	26.6	4.702	340	2
bhū	anubhū	anubhū	acc	Acc		False	62	CONFIRMED	10	23	262	189.0	1.386	390	11
bhū	bhū	bhū	nom	Nom		False	24	CONFIRMED	1718	2111	38978	30025.2	1.298	40393	2033
bhū	bhū	bhū	acc	Acc		False	65	CONFIRMED	68	2111	12923	19576.1	0.66	40393	2033
bhū	bhū	bhū	instr	Ins	pros	True	102	CONFIRMED	78	2111	8903	9374.7	0.95	40393	2033
bhū	bhū	bhū	instr	Ins	orud	True	108,109,112	CONFIRMED	78	2111	8903	9374.7	0.95	40393	2033
bhū	bhū	bhū	dat	Dat	ogr	False	163,164	CONFIRMED	96	2111	2847	2334.2	1.22	40393	2033
bhū	bhū	bhū	abl	Abl		True	190,196,215	CONFIRMED	31	2111	4208	3158.1	1.332	40393	2033
bhū	bhū	bhū	gen	Gen		False	245	CONFIRMED	42	2111	15342	10151.1	1.511	40393	2033
bhū	bhū	bhū	loc	Loc		False	282,286,301	CONFIRMED	78	2111	9734	8278.9	1.176	40393	2033
bhū	prabhū	prabhū	dat	Dat	ogr	False	163,164	CONFIRMED	1	17	30	20.6	1.454	357	8
bhū	prabhū	prabhū	abl	Abl		False	196,197	CONFIRMED	4	17	92	27.9	3.296	357	8
bhū	prabhū	prabhū	gen	Gen		False	260	UNATTESTED-INSUFFICIENT	0	17	106	89.7	1.181	357	8
bhū	prabhū	prabhū	loc	Loc		False	301	CONFIRMED	1	17	98	73.2	1.339	357	8
bhū	sambhū	sambhū	acc	Acc		True	49,63	CONFIRMED	19	161	507	715.8	0.708	1477	91
bhū	sambhū	sambhū	instr	Ins	soz	False	97,98	CONFIRMED	15	161	358	342.8	1.044	1477	91
bhū	sambhū	sambhū	instr	Ins	pr	True	120	CONFIRMED	15	161	358	342.8	1.044	1477	91
bhū	sambhū	sambhū	abl	Abl		True	197	CONFIRMED	27	161	265	115.5	2.295	1477	91
bhū	sambhū	sambhū	gen	Gen		True	270	CONFIRMED	1	161	497	371.2	1.339	1477	91
bhū	sambhū	sambhū	loc	Loc		True	286	CONFIRMED	16	161	391	302.7	1.292	1477	91
bhuj	bhuj	bhuj	acc	Acc		False	63,67	CONFIRMED	33	66	1849	1320.6	1.4	2725	62
bhuj	bhuj	bhuj	instr	Ins	orud	True	110	CONFIRMED	4	66	789	632.4	1.248	2725	62
bhuj	bhuj	bhuj	instr	Ins	adv	True	132	CONFIRMED	4	66	789	632.4	1.248	2725	62
bhuj	bhuj	bhuj	loc	Loc		True	281	CONFIRMED	6	66	707	558.5	1.266	2725	62
bhūṣ	atibhūṣay	atibhūṣay	acc	Acc		True	62	UNATTESTED-INSUFFICIENT	0	0	1	0.5	2.063	1	0
brū	adhibrū	adhibrū	dat	Dat	dop	False	151	UNATTESTED-INSUFFICIENT	0	0	4	0.3	13.844	5	0
brū	brū	brū	nom	Nom		False	27	CONFIRMED	328	624	7931	7270.5	1.091	9781	405
brū	brū	brū	acc	Acc		False	59	CONFIRMED	182	624	7820	4740.3	1.65	9781	405
brū	brū	brū	acc	Acc		False	71	CONFIRMED	182	624	7820	4740.3	1.65	9781	405
brū	brū	brū	acc	Acc		False	73	CONFIRMED	182	624	7820	4740.3	1.65	9781	405
brū	brū	brū	dat	Dat	dop	False	151	CONFIRMED	68	624	917	565.2	1.622	9781	405
brū	brū	brū	dat	Dat	ogr	True	176	CONFIRMED	68	624	917	565.2	1.622	9781	405
brū	brū	brū	gen	Gen		False	264,265	CONFIRMED	19	624	2330	2458.0	0.948	9781	405
brū	prabrū	prabrū	dat	Dat	dop	False	151	CONFIRMED	16	44	90	14.1	6.383	244	22
budh	bodhay	bodhay	loc	Loc		True	289	CONFIRMED	2	19	43	44.5	0.967	217	12
budh	budh	budh	acc	Acc		False	46	CONFIRMED	7	23	725	541.8	1.338	1118	23
budh	budh	budh	acc	Acc		False	73	CONFIRMED	7	23	725	541.8	1.338	1118	23
budh	budh	budh	gen	Gen		False	257	CONFIRMED	1	23	312	281.0	1.11	1118	23
budh	prabodhay	prabodhay	dat	Dat	ogr	False	166	CONFIRMED	1	5	6	4.3	1.384	75	2
cakṣ	ācakṣ	ācakṣ	gen	Gen		False	264,265	CONFIRMED	2	153	395	235.5	1.677	937	72
cakṣ	cakṣ	cakṣ	acc	Acc		False	46	CONFIRMED	14	39	75	49.9	1.502	103	20
cal	cal	cal	instr	Ins	p	True	122	UNATTESTED-INSUFFICIENT	0	0	131	114.0	1.15	491	0
cal	cal	cal	abl	Abl		False	186,187,190,213	UNATTESTED-INSUFFICIENT	0	0	108	38.4	2.813	491	0
cal	pravical	pravical	abl	Abl		True	190	UNATTESTED-INSUFFICIENT	0	0	3	0.5	6.395	6	0
car	car	car	nom	Nom		True	25	CONFIRMED	127	327	3082	2993.4	1.03	4027	238
car	car	car	acc	Acc		False	46,51,52	CONFIRMED	110	327	2772	1951.6	1.42	4027	238
car	car	car	acc	Acc		True	67	CONFIRMED	110	327	2772	1951.6	1.42	4027	238
car	car	car	acc	Acc		False	73	CONFIRMED	110	327	2772	1951.6	1.42	4027	238
car	car	car	instr	Ins	soz	True	93,96	CONFIRMED	40	327	1140	934.6	1.22	4027	238
car	car	car	instr	Ins	pros	True	101	CONFIRMED	40	327	1140	934.6	1.22	4027	238
car	car	car	instr	Ins	orud	True	108,109	CONFIRMED	40	327	1140	934.6	1.22	4027	238
car	car	car	instr	Ins	pr	True	121	CONFIRMED	40	327	1140	934.6	1.22	4027	238
car	car	car	loc	Loc		True	304	CONFIRMED	38	327	1297	825.4	1.571	4027	238
car	saṁcar	saṃcar	instr	Ins	orud	True	103	CONFIRMED	3	27	45	44.8	1.005	193	21
car	vyabhicar	vyabhicar	gen	Gen		False	249	UNATTESTED-INSUFFICIENT	0	5	5	5.3	0.947	21	2
car	(sam-ā-car)	car	instr	Ins	soz	True	98	CONFIRMED	40	327	1140	934.6	1.22	4027	238
car	(sam-ā-car)	car	instr	Ins	orud	True	103	CONFIRMED	40	327	1140	934.6	1.22	4027	238
car	(sam-ā-car)	car	gen	Gen		True	267	CONFIRMED	5	327	993	1012.0	0.981	4027	238
ceṣṭ	ceṣṭ	ceṣṭ	dat	Dat	dop	True	154	UNATTESTED-INSUFFICIENT	0	8	10	11.6	0.865	200	9
ceṣṭ	ceṣṭ	ceṣṭ	abl	Abl		True	202	UNATTESTED-INSUFFICIENT	0	8	19	15.6	1.215	200	9
chad/chand	chanday	chanday	acc	Acc		False	60	CONFIRMED	3	7	27	18.4	1.466	38	3
chad/chand	chanday	chanday	instr	Ins	orud	True	108	UNATTESTED-INSUFFICIENT	0	7	31	8.8	3.515	38	3
chad/chand	chanday	chanday	dat	Dat	dop	True	153	UNATTESTED-INSUFFICIENT	0	7	1	2.2	0.455	38	3
chad/chand	chanday	chanday	loc	Loc		True	302	CONFIRMED	3	7	6	7.8	0.77	38	3
chid	chid	chid	acc	Acc		False	46,48	CONFIRMED	24	69	1438	1036.6	1.387	2139	63
chid	chid	chid	instr	Ins	orud	True	105,107	CONFIRMED	5	69	852	496.4	1.716	2139	63
chid	chid	chid	dat	Dat	ogr	True	175	CONFIRMED	1	69	55	123.6	0.445	2139	63
ci	ci	ci	acc	Acc		False	46	CONFIRMED	41	83	497	369.8	1.344	763	54
ci	avaci	avaci	acc	Acc		False	69,71	UNATTESTED-INSUFFICIENT	0	0	10	5.8	1.719	12	0
cint	cintay	cintay	acc	Acc		False	60	UNATTESTED-INSUFFICIENT	0	4	984	748.3	1.315	1544	4
cit	cit	cit	nom	Nom		True	25	CONFIRMED	33	73	226	197.7	1.143	266	50
cit	cit	cit	gen	Gen		False	257,258	CONFIRMED	9	73	123	66.8	1.84	266	50
cud	coday	coday	dat	Dat	ogr	False	159	CONFIRMED	1	28	55	39.4	1.396	682	20
cumb	cumb	cumb	abl	Abl		True	215	UNATTESTED-INSUFFICIENT	0	0	6	5.6	1.081	71	0
cyu	cyu	cyu	abl	Abl		False	186	CONFIRMED	4	19	336	55.9	6.011	715	14
cyu	pracyu	pracyu	abl	Abl		True	190	CONFIRMED	2	8	89	10.9	8.131	140	6
dā	ādā	ādā	instr	Ins	orud	True	108	CONFIRMED	35	362	839	732.9	1.145	3158	205
dā	ādā	ādā	abl	Abl		True	187	CONFIRMED	15	362	364	246.9	1.474	3158	205
dā	ādā	ādā	gen	Gen		True	270	CONFIRMED	21	362	938	793.6	1.182	3158	205
dā	ādā	ādā	loc	Loc		True	283,315,316	CONFIRMED	10	362	739	647.3	1.142	3158	205
dā	dā	dā	acc	Acc		False	46,48	CONFIRMED	266	666	8958	5819.6	1.539	12008	338
dā	dā	dā	acc	Acc		False	69,71	CONFIRMED	266	666	8958	5819.6	1.539	12008	338
dā	dā	dā	acc	Acc		True	76	CONFIRMED	266	666	8958	5819.6	1.539	12008	338
dā	dā	dā	instr	Ins	orud	True	109,110,112	CONFIRMED	24	666	3190	2786.9	1.145	12008	338
dā	dā	dā	instr	Ins	adv	True	132	CONFIRMED	24	666	3190	2786.9	1.145	12008	338
dā	dā	dā	instr	Ins		True	141	CONFIRMED	24	666	3190	2786.9	1.145	12008	338
dā	dā	dā	dat	Dat	dop	False	150	CONFIRMED	197	666	3885	693.9	5.599	12008	338
dā	dā	dā	abl	Abl		True	200,213	CONFIRMED	1	666	762	938.8	0.812	12008	338
dā	dā	dā	gen	Gen		False	254,256,261	CONFIRMED	19	666	3251	3017.7	1.077	12008	338
dā	dā	dā	loc	Loc		True	305	CONFIRMED	31	666	2880	2461.1	1.17	12008	338
dā	pradā	pradā	gen	Gen		False	261,263	UNATTESTED-INSUFFICIENT	0	54	340	338.8	1.004	1348	35
dah	dah	dah	acc	Acc		False	46,48	CONFIRMED	40	73	1363	1102.6	1.236	2275	50
dah	dah	dah	instr	Ins	orud	True	107,107	CONFIRMED	6	73	862	528.0	1.633	2275	50
dah	dah	dah	instr	Ins	p	True	121	CONFIRMED	6	73	862	528.0	1.633	2275	50
dah	dah	dah	abl	Abl		True	223	UNATTESTED-INSUFFICIENT	0	73	167	177.9	0.939	2275	50
dah	dāhay	dāhay	instr	Ins	orud	True	107	UNATTESTED-INSUFFICIENT	0	0	27	15.8	1.711	68	0
dakṣ	dakṣ	dakṣ	dat	Dat	dop	False	152,153	CONFIRMED	2	2	3	0.5	6.489	8	3
ḍamb	ḍamb		acc	Acc		False	46	NOT-ADJUDICABLE	0	0	0	0.0		0	0
daṇḍ	daṇḍay	daṇḍay	acc	Acc		False	69	UNATTESTED-INSUFFICIENT	0	0	120	85.3	1.407	176	0
dar	dar		acc	Acc		False	46	NOT-ADJUDICABLE	0	0	0	0.0		0	0
darś	darś		acc	Acc		False	46	NOT-ADJUDICABLE	0	0	0	0.0		0	0
darś	darś		instr	Ins	orud	True	104,107	NOT-ADJUDICABLE	0	0	0	0.0		0	0
darś	darś		instr	Ins	adv	True	132	NOT-ADJUDICABLE	0	0	0	0.0		0	0
darś	darś		dat	Dat	ogr	True	175	NOT-ADJUDICABLE	0	0	0	0.0		0	0
darś	darś		abl	Abl		True	198	NOT-ADJUDICABLE	0	0	0	0.0		0	0
darś	darśay	darśay	acc	Acc		True	72	CONFIRMED	10	14	1006	612.6	1.642	1264	8
darś	darśay	darśay	instr	Ins	orud	True	107	CONFIRMED	1	14	370	293.4	1.261	1264	8
darś	darśay	darśay	instr	Ins	pr	True	121	CONFIRMED	1	14	370	293.4	1.261	1264	8
darś	darśay	darśay	gen	Gen		False	261,263	UNATTESTED-INSUFFICIENT	0	14	399	317.7	1.256	1264	8
darś	saṁdarś		nom	Nom		True	26	NOT-ADJUDICABLE	0	0	0	0.0		0	0
dāś	dāś	dāś	instr	Ins	pros	True	101	CONFIRMED	3	22	86	67.3	1.278	290	39
dāś	dāś	dāś	dat	Dat	dop	False	152,153	CONFIRMED	11	22	217	16.8	12.949	290	39
daśasy	daśasy	daśasy	dat	Dat	dop	False	150,151	CONFIRMED	2	5	20	1.9	10.488	33	4
day	day	day	acc	Acc		False	63	CONFIRMED	6	14	32	18.4	1.738	38	6
day	day	day	gen	Gen		False	252,253	UNATTESTED-INSUFFICIENT	0	14	7	9.5	0.733	38	6
dhā	abhidhā	abhidhā	instr	Ins	soz	True	96	CONFIRMED	7	23	466	256.0	1.82	1103	13
dhā	abhidhā	abhidhā	loc	Loc		False	309	UNATTESTED-INSUFFICIENT	0	23	293	226.1	1.296	1103	13
dhā	antardhā	antardhā	abl	Abl		False	192,194	CONFIRMED	2	49	101	79.0	1.278	1011	38
dhā	dhā	dhā	acc	Acc		False	46,48	CONFIRMED	541	1259	4336	2274.9	1.906	4694	601
dhā	dhā	dhā	acc	Acc		False	73	CONFIRMED	541	1259	4336	2274.9	1.906	4694	601
dhā	dhā	dhā	instr	Ins	soz	True	93,2,140	CONFIRMED	73	1259	1104	1089.4	1.013	4694	601
dhā	dhā	dhā	instr	Ins	orud	True	144	CONFIRMED	73	1259	1104	1089.4	1.013	4694	601
dhā	dhā	dhā	dat	Dat	dop	False	150	CONFIRMED	119	1259	1274	271.3	4.697	4694	601
dhā	dhā	dhā	dat	Dat	ogr	True	161	CONFIRMED	119	1259	1274	271.3	4.697	4694	601
dhā	dhā	dhā	gen	Gen		False	261,263	CONFIRMED	9	1259	1432	1179.6	1.214	4694	601
dhā	dhā	dhā	loc	Loc		True	304,305	CONFIRMED	272	1259	2447	962.1	2.543	4694	601
dhā	nidhā	nidhā	loc	Loc		False	305	CONFIRMED	78	292	994	326.9	3.041	1595	195
dhā	samādhā	samādhā	acc	Acc		True	68	CONFIRMED	1	14	226	163.3	1.384	337	10
dhā	saṁdhā	saṃdhā	instr	Ins	soz	False	97	CONFIRMED	14	67	331	180.8	1.831	779	43
dhā	saṁdhā	saṃdhā	dat	Dat	dop	True	152	CONFIRMED	1	67	67	45.0	1.488	779	43
dhā	saṁdhā	saṃdhā	loc	Loc		True	308	CONFIRMED	4	67	144	159.7	0.902	779	43
dhā	saṁnidhā	saṃnidhā	loc	Loc		True	307	CONFIRMED	4	14	93	42.2	2.203	206	9
dhā	śraddhā	śraddhā	dat	Dat	dop	False	150	CONFIRMED	2	7	42	19.8	2.119	343	11
dhā	śraddhā	śraddhā	gen	Gen		False	261	CONFIRMED	3	7	136	86.2	1.578	343	11
dhā	upanidhā	upanidhā	gen	Gen		True	263	CONFIRMED	1	14	15	12.8	1.17	51	11
dhā	vidhā	vidhā	acc	Acc		False	73,75	CONFIRMED	7	29	1553	1326.9	1.17	2738	18
dhanāy	dhanāy	dhanāy	gen	Gen		False	252,253	UNATTESTED-INSUFFICIENT	0	0	1	1.3	0.796	5	2
dhanv	dhanv	dhanv	gen	Gen		True	269	UNATTESTED-INSUFFICIENT	0	10	6	11.8	0.508	47	7
dhar	dhāray	dhāray	instr	Ins	orud	True	106	CONFIRMED	12	158	569	425.4	1.338	1833	78
dhar	dhāray	dhāray	dat	Dat	dop	False	150	CONFIRMED	10	158	160	105.9	1.511	1833	78
dhar	uddhar		acc	Acc		True	67	NOT-ADJUDICABLE	0	0	0	0.0		0	0
dhar	dhar		acc	Acc		False	73,75	NOT-ADJUDICABLE	0	0	0	0.0		0	0
dhar	dhar		instr	Ins		True	140	NOT-ADJUDICABLE	0	0	0	0.0		0	0
dhar	dhar		abl	Abl		True	223	NOT-ADJUDICABLE	0	0	0	0.0		0	0
dharṣ	dharṣ		acc	Acc		False	51	NOT-ADJUDICABLE	0	0	0	0.0		0	0
dhāv	avadhāv	avadhāv	instr	Ins	orud	True	113	UNATTESTED-INSUFFICIENT	0	3	2	1.2	1.723	5	1
dhāv	dhāv	dhāv	acc	Acc		False	51,58	CONFIRMED	10	40	339	282.1	1.202	582	30
dhāv	dhāv	dhāv	instr	Ins	soz	True	94	CONFIRMED	3	40	188	135.1	1.392	582	30
dhāv	dhāv	dhāv	instr	Ins	pros	True	100	CONFIRMED	3	40	188	135.1	1.392	582	30
dhāv	dhāv	dhāv	abl	Abl		False	192,194,195	UNATTESTED-INSUFFICIENT	0	40	34	45.5	0.747	582	30
dhāv	dhāv	dhāv	gen	Gen		True	268	CONFIRMED	1	40	161	146.3	1.101	582	30
dhū	dhū	dhū	acc	Acc		False	46	CONFIRMED	13	33	181	118.7	1.524	245	23
dhū	dhū	dhū	acc	Acc		False	69,71	CONFIRMED	13	33	181	118.7	1.524	245	23
dhyai	dhyai		acc	Acc		False	60,61	NOT-ADJUDICABLE	0	0	0	0.0		0	0
dhyai	dhyai		instr	Ins	pr	True	119	NOT-ADJUDICABLE	0	0	0	0.0		0	0
dih	dih	dih	acc	Acc		False	46	CONFIRMED	1	5	96	89.7	1.071	185	9
diś	ādeśay	ādeśay	gen	Gen		False	261,263,264	UNATTESTED-INSUFFICIENT	0	0	8	3.8	2.122	15	0
diś	ādiś	ādiś	acc	Acc		True	50	CONFIRMED	8	18	468	295.1	1.586	609	19
diś	ādiś	ādiś	dat	Dat	dop	False	151	CONFIRMED	2	18	69	35.2	1.961	609	19
diś	ādiś	ādiś	gen	Gen		False	263,264	UNATTESTED-INSUFFICIENT	0	18	193	153.0	1.261	609	19
diś	ādiś	ādiś	loc	Loc		True	289	CONFIRMED	1	18	130	124.8	1.041	609	19
diś	diś	diś	acc	Acc		False	46	CONFIRMED	2	6	148	90.1	1.642	186	3
diś	diś	diś	acc	Acc		False	69	CONFIRMED	2	6	148	90.1	1.642	186	3
diś	diś	diś	dat	Dat	dop	False	151,152	CONFIRMED	2	6	72	10.7	6.699	186	3
diś	nirdiś	nirdiś	acc	Acc		False	71	CONFIRMED	1	5	242	253.5	0.955	523	6
diś	nirdiś	nirdiś	abl	Abl		True	213	UNATTESTED-INSUFFICIENT	0	5	63	40.9	1.541	523	6
diś	samādiś	diś	acc	Acc		True	76	CONFIRMED	2	6	148	90.1	1.642	186	3
diś	vyādiś	vyādiś	dat	Dat	ogr	False	166	CONFIRMED	1	5	17	4.2	4.086	72	1
