key	verdict	locus	note
imperative-optative:93	SILENT	—	вне охвата (семантика наклонений)
imperative-optative:57	SILENT	—	вне охвата (семантика наклонений)
perfect:14	AGREE	Morphological Positions (L107)	«weak perfect stem with reduplication (cichide, cakre, jagme)»; перифрастический перфект и семантика времени в статье не рассматриваются
perfect:16	SILENT	—	veda как пример перфекта не фигурирует (vid лишь в списке корней-примеров, vetti — презенс 2)
perfect:105	SILENT	—	диагностика не формулируется; в примерах перфект без аугмента (paptuḥ), aorist 3 с аугментом (apaptat)
perfect:100	AGREE	Alternation Series A₁ (L171)	«aorist 3 apaptat and apīpatat» — редуплицированный аугментный аорист у pat; ajījanat/avīvṛdhan не цитируются; DCS-теги вне охвата
perfect:101	SILENT	—	adadat не разбирается; dad у статьи — квази-корень из презентных форм (dad-ati)
perfect:118	SILENT	—	перифрастический перфект и его вспомогательные не упоминаются
perfect:124	SILENT	—	перифрастика для производных основ не обсуждается
perfect:134	AGREE	Intro/Morphological Positions (L27, L107)	«present tense forms such as the 3rd plural dad-ati»; редуплицированные презенсы у статьи — класс 3 (bibheti, bibhyati, bapsati, jihīte)
aorist:19	SILENT	—	семантика времён вне охвата; классы основ аориста (1–6) в статье есть, но счёт «семь» не даётся
aorist:84	AGREE	Morphological Positions (L109–L129)	«aorist 5: agrabhīṣam, avediṣam»; 1 корневой asthāt, 2 темат. agamat, 3 редупл. acīkarat, 4 s- açrauṣam, 6 siṣ- agāsiṣam; sa-тип не упомянут
aorist:108	SILENT	—	вне охвата (DCS-смежность тегов)
aorist-types:19	AGREE	Morphological Positions (L109–L129, fn20 L415)	«The so-called 4th class of aorist stem … and 5th class» и параллельные аористы 1–3, 6 — несколько типов; счёт «семь» и контраст с имперфектом/перфектом не даны
aorist-types:61	SILENT	—	классы аориста нумеруются 1–6; «sigmatic» — лишь ярлык 4–5-го (сн. 20); двухчастную таксономию Уитни источник не излагает
aorist-types:89	SILENT	—	аористы 1–6 фигурируют только как позиции ступеней корня; семантика, sa-аорист и аугмент не трактуются
aorist-types:63	SILENT	—	as 'to be' и bhū разбираются порознь по ступеням; о суплетивизме парадигмы «быть» молчит
future:23	AGREE	Morphological Positions for the Roots (L109)	поз. 2 = guṇa: «stems of both future tenses (vakṣyati, vaktā, bhaviṣyati, bhavitā)»; окончания не обсуждаются; у типа III без guṇa (bhikṣiṣyate)
future:24	SILENT	—	формы vaktā, bhavitā даны лишь как второе будущее для ступени корня; строение с as и 3 л. не трактуются
future:26	SILENT	—	вне охвата (семантика времён)
future:28	SILENT	—	кондиционал в статье не упоминается
ta-na-participles:19	SILENT	—	ta-/na-причастия фигурируют лишь как формации поз. 1; залог, значение и склонение не трактуются
ta-na-participles:20	SILENT	—	вне охвата (синтаксис/семантика причастий)
ta-na-participles:26	SILENT	—	na-причастие есть как формация (chinnaḥ), но распределение -ta/-na по корням не обсуждается
ta-na-participles:28	SILENT	—	сандхи на стыке лишь в отдельных примерах (iṣṭaḥ, daṣṭaḥ); правило ассимиляции при -ta не формулируется
ta-na-participles:84	AGREE	Morphological Positions for the Roots (L107)	«ta-participle (but not causative) (kṛtaḥ, rucitaḥ)» — поз. 1 (нулевая ступень); у типов II–IV фактически guṇa/vṛddhi (sevitaḥ)
present-perfect-participles:19	SILENT	—	вне охвата (общая теория причастий и склонение)
present-perfect-participles:102	SILENT	—	формы на -ant лишь в примерах (úkṣant); суффикс и склонение не трактуются
present-perfect-participles:103	SILENT	—	формы на -āna/-māna лишь в примерах (uṣānaḥ, uṣamānaḥ); правило распределения не формулируется
present-perfect-participles:104	SILENT	—	вне охвата (пассивное причастие презенса не упоминается)
present-perfect-participles:105	SILENT	—	формы на -vāṁs- лишь как примеры (jagivāṁs-, paptivāṁs-); градация суффикса и основа -uṣ- не трактуются
present-perfect-participles:107	SILENT	—	вне охвата (семантика причастий)
gerundive:19	SILENT	—	вне охвата (синтаксис/семантика герундива)
gerundive:93	SILENT	—	упомянут лишь герундив на -tavya- (сн. 3); инвентарь трёх суффиксов не трактуется
gerundive:94	SILENT	—	герундив на -ya и его ступени в статье не рассматриваются
gerundive:95	SILENT	—	герундив на -tavya- лишь упомянут как высокорегулярный (сн. 3); связь с основой на -tum не сформулирована
gerundive:96	SILENT	—	вне охвата (-anīya не упоминается)
gerundive:97	SILENT	—	вне охвата (семантика/стилистика герундива)
infinitive:19	AGREE	Morphological Positions for the Roots (L99, L109)	«infinitive ending in -tum (kartum, rocitum)» — поз. 2 (guṇa), структура «root + tum (or i-tum)»; синтаксис и падежная природа вне охвата
infinitive:95	DISAGREE	Morphological Positions for the Roots (L107–109)	у источника -ta — поз. 1 («kṛtaḥ, rucitaḥ»), а -tum — поз. 2 («kartum, rocitum»): ступени разные, основа не та же (kṛtaḥ/kartum)
infinitive:98	SILENT	—	вед. инфинитив мелькает лишь в примере (-sude); история падежных форм не трактуется
absolutive:19	SILENT	—	вне охвата (синтаксис/семантика абсолютива)
absolutive:25	SILENT	—	формации -tvā, -tya (-kṛtya) и -ya различены по ступеням, но правило распределения по превербам не сформулировано
absolutive:82	AGREE	Morphological Positions for the Roots (L107)	«absolutive ending in -tvā (chittvā)» — поз. 1 (нулевая ступень); у корней типа II — guṇa (caritvā, stanitvā)
absolutive:84	SILENT	—	абсолютив на -am не упоминается
absolutive:107	SILENT	—	вне охвата (корпусная статистика DCS)
passive:19	AGREE	Morphological Positions for the Roots (L107)	«passive stem (but not causative) (chidyate)» — поз. 1 (нулевая ступень); kriyate в примерах; акцент и окончания не трактуются
passive:26	DISAGREE	Morphological Positions for the Roots (L107, L129)	пассив — поз. 1 у всех корней (sthīyate), но презенс 4 у корней A₂ — поз. 2: «morphological position 2 for roots ending in an alternating element» (gāyati); основы расходятся
passive:106	SILENT	—	тождество пассива и медия вне -ya- не обсуждается (пассивный аорист лишь как формация: akāri)
causative:14	AGREE	Morphological Positions for the Roots (L113)	каузатив = поз. 3/2 (vṛddhi/guṇa + aya): «cakāra, akāri, kārayati», «cicheda, achedi, chedayati»; семантика понуждения не трактуется
causative:113	AGREE	Morphological Positions for the Roots (L113)	«kārayati», «darçayati» прямо; bodhaya по правилу поз. 2; но gamayati не упомянут — правило поз. 3 (a+C) предсказало бы усиление
causative:114	SILENT	—	каузативы на -paya- (sthāpayati и т. п.) в статье не упоминаются
causative:115	SILENT	—	формы на -ayati (corayati, bhikṣayati) даны лишь как примеры ступеней; тождество каузатива и X класса не обсуждается
causative:151	SILENT	—	вне охвата (счётные конвенции DCS); деноминативные квази-корни упомянуты без -aya-вопроса
causative:32	SILENT	—	залог каузатива не обсуждается
word-structure-overview:25	SILENT	—	вне охвата: только глагольная парадигма; taddhita и samāsa не упоминаются
word-structure-overview:30	SILENT	—	гл. V и §§ 321–474 Уитни источник не цитирует (ссылки лишь на §102, §66 и список корней)
word-structure-overview:83	SILENT	—	корни считаются по типам чередования (435/229+109/117), а не по презенс-классам; доля bhvādi не приводится
word-structure-overview:28	SILENT	—	причастия/абсолютивы трактуются как формации глагольной парадигмы; категория kṛt не вводится
krt-overview:19	SILENT	—	вне охвата (kṛt-деривация как категория не вводится)
krt-overview:34	SILENT	—	гл. XVII §§ 935–1000 Уитни источник не цитирует
krt-overview:61	AGREE	Morphological Positions for the Roots (L107, L129)	«absolutive ending in -tvā (chittvā) and -tya (-kṛtya)» + «absolutive ending in -ya»; инвентарь совместим (-tya — вариант -ya)
krt-overview:62	SILENT	—	упомянут лишь -tavya- (сн. 3); герундивный инвентарь не трактуется
krt-overview:63	AGREE	Morphological Positions for the Roots (L109)	«infinitive ending in -tum (kartum, rocitum)» — единственная инфинитивная формация парадигмы (вед. -sude лишь в примере)
krt-overview:67	SILENT	—	вне охвата (разметка DCS)
krt-suffixes:14	SILENT	—	§§ 1136–1245 Уитни источник не цитирует; именная деривация вне охвата
krt-suffixes:96	SILENT	—	вне охвата (именные суффиксы -in/-vin не упоминаются)
krt-suffixes:155	SILENT	—	вне охвата (членение именных дериватов не рассматривается)
krt-suffixes:147	SILENT	—	дериваты на -ti вне охвата; ср. лишь нулевую ступень ga у gam (gataḥ)
taddhita-overview:19	SILENT	—	вне охвата (taddhita не упоминается)
taddhita-overview:200	SILENT	—	вне охвата (taddhita не упоминается)
taddhita-overview:205	SILENT	—	вне охвата (taddhita; §§ 1210–1230 Уитни не цитируются)
taddhita-overview:144	SILENT	—	вне охвата (глагольная морфонология)
preverbs:19	SILENT	—	превербы лишь в сноске 12 (исключены из границы словоформы); их семантика не обсуждается
preverbs:99	SILENT	—	Уитни используется только как список корней; упасарги не обсуждаются
preverbs:104	SILENT	—	вне охвата (глагольная морфонология)
compounds-overview:24	SILENT	—	вне охвата (глагольная морфонология)
compounds-overview:29	SILENT	—	вне охвата (глагольная морфонология)
tatpurusha:14	SILENT	—	вне охвата (глагольная морфонология)
tatpurusha:191	SILENT	—	вне охвата (глагольная морфонология)
tatpurusha:92	SILENT	—	вне охвата (глагольная морфонология)
tatpurusha:179	SILENT	—	вне охвата (глагольная морфонология)
tatpurusha:162	SILENT	—	вне охвата (глагольная морфонология)
bahuvrihi:19	SILENT	—	вне охвата (глагольная морфонология)
bahuvrihi:58	SILENT	—	вне охвата (глагольная морфонология)
bahuvrihi:106	SILENT	—	вне охвата (глагольная морфонология)
bahuvrihi:84	SILENT	—	вне охвата (глагольная морфонология)
case-system-overview:19	SILENT	—	вне охвата (глагольная морфонология)
case-system-overview:51	SILENT	—	вне охвата (глагольная морфонология)
case-system-overview:66	SILENT	—	вне охвата (глагольная морфонология)
case-system-overview:68	SILENT	—	вне охвата (глагольная морфонология)
case-system-overview:70	SILENT	—	вне охвата (глагольная морфонология)
case-system-overview:92	SILENT	—	вне охвата (глагольная морфонология)
case-system-overview:98	SILENT	—	вне охвата (глагольная морфонология)
case-system-overview:100	SILENT	—	вне охвата (глагольная морфонология)
case-system-overview:101	SILENT	—	вне охвата (глагольная морфонология)
case-system-overview:102	SILENT	—	вне охвата (глагольная морфонология)
case-system-overview:113	SILENT	—	вне охвата (глагольная морфонология)
nominative-accusative:52	SILENT	—	вне охвата (глагольная морфонология)
nominative-accusative:57	SILENT	—	вне охвата (глагольная морфонология)
nominative-accusative:61	SILENT	—	вне охвата (глагольная морфонология)
nominative-accusative:79	SILENT	—	вне охвата (глагольная морфонология)
nominative-accusative:88	SILENT	—	вне охвата (глагольная морфонология)
nominative-accusative:113	SILENT	—	вне охвата (глагольная морфонология)
nominative-accusative:116	SILENT	—	вне охвата (глагольная морфонология)
instrumental-dative:50	SILENT	—	вне охвата (глагольная морфонология)
instrumental-dative:53	SILENT	—	вне охвата (глагольная морфонология)
instrumental-dative:57	SILENT	—	вне охвата (глагольная морфонология)
instrumental-dative:66	SILENT	—	вне охвата (глагольная морфонология)
instrumental-dative:76	SILENT	—	вне охвата (глагольная морфонология)
instrumental-dative:97	SILENT	—	вне охвата (глагольная морфонология)
instrumental-dative:99	SILENT	—	вне охвата (глагольная морфонология)
instrumental-dative:101	SILENT	—	инфинитив рассматривается только на -tum; датив и -tave не обсуждаются
ablative-genitive:53	SILENT	—	вне охвата (глагольная морфонология)
ablative-genitive:69	SILENT	—	вне охвата (глагольная морфонология)
ablative-genitive:72	SILENT	—	вне охвата (глагольная морфонология)
ablative-genitive:75	SILENT	—	вне охвата (глагольная морфонология)
ablative-genitive:134	SILENT	—	вне охвата (глагольная морфонология)
ablative-genitive:136	SILENT	—	вне охвата (глагольная морфонология)
ablative-genitive:131	SILENT	—	вне охвата (глагольная морфонология)
ablative-genitive:132	SILENT	—	вне охвата (глагольная морфонология)
locative:56	SILENT	—	вне охвата (глагольная морфонология)
locative:22	SILENT	—	вне охвата (глагольная морфонология)
locative:123	SILENT	—	вне охвата (глагольная морфонология)
karaka-case:24	SILENT	—	вне охвата (глагольная морфонология)
karaka-case:99	SILENT	—	вне охвата (глагольная морфонология)
karaka-case:146	SILENT	—	Уитни цитируется только как список корней и система обозначений; падежные параграфы не обсуждаются
karaka-case:162	SILENT	—	вне охвата (глагольная морфонология)
voice:23	SILENT	—	актив/медий/пассив лишь в названиях формаций парадигмы; система залогов не трактуется
voice:69	SILENT	—	вне охвата (глагольная морфонология)
voice:128	SILENT	—	пады лишь в названиях формаций (Ātmanepada aorist 1); выбор пады и семантика медия не обсуждаются
voice:131	SILENT	—	пассивная основа (chidyate) лишь как позиция 1 корня; её морфемный состав не обсуждается
HK-1	SILENT	—	аорист описан лишь через ступени корня; охват корней и частотность аориста не обсуждаются
HK-2	SILENT	—	вне охвата (глагольная морфонология)
HK-3	SILENT	—	упомянут только герундив на -tavya (сноска 3); -ya/-anīya и их синонимия не обсуждаются
HK-4a	SILENT	—	будущее (vakṣyati, bhaviṣyati) лишь как позиция 2 корня; универсальность образования не обсуждается
HK-4b	SILENT	—	распределение вариантов суффикса будущего не формулируется
HK-5	SILENT	—	аорист 2 описан лишь позиционно; частотность типов аориста не обсуждается
HK-6	SILENT	—	вне охвата (глагольная морфонология)
HK-7	SILENT	—	вне охвата (глагольная морфонология)
HK-8	SILENT	—	частотность фонем не обсуждается; ḷ лишь как нулевая ступень L-ряда (kḷptaḥ)
HK-9	SILENT	—	вне охвата (глагольная морфонология)
HK-10	SILENT	—	ударение в статье принципиально не отмечается; акцентные правила не обсуждаются
HK-11	SILENT	—	вне охвата (глагольная морфонология)
HK-12	SILENT	—	вне охвата (глагольная морфонология)
HK-13	SILENT	—	вне охвата (глагольная морфонология)
HK-14	SILENT	—	вне охвата (глагольная морфонология)
HK-15	SILENT	—	вне охвата (глагольная морфонология)
HK-16	SILENT	—	вне охвата (глагольная морфонология)
HK-17	SILENT	—	вне охвата (глагольная морфонология)
HK-18	SILENT	—	доля тематических глаголов и удлинение -a- перед окончаниями не обсуждаются
HK-19	SILENT	—	класс 9 лишь как позиция 1 (gṛbhṇāti); инвентарь IX класса и судьба носового в нём не трактуются
HK-20	SILENT	—	правила окончаний не трактуются; формы 3 pl. кл. 3 (dad-ati, bapsati) лишь иллюстративны
HK-21	SILENT	—	сандхи перед -sya не формулируются; формы vakṣyati, maṅkṣyati лишь встречаются
HK-22	SILENT	—	вне охвата (глагольная морфонология)
HK-23	SILENT	—	кондиционалис в статье не упоминается
HK-24	SILENT	—	правила редупликации не трактуются; формы bibheti, bubhūṣati лишь встречаются
HK-25	SILENT	—	охват перфекта по типам корней не обсуждается
HK-26	SILENT	—	лишь мельком: «certain forms where nearly all roots display it»; перфект и исключения kar/çru не названы
HK-27	SILENT	—	вне охвата (глагольная морфонология)
HK-28	SILENT	—	вне охвата (глагольная морфонология)
HK-29	AGREE	Morphological Positions for the Roots (L107)	«Every root stands in morphological position 1» — ta-/na-причастия от нулевой (слабой) ступени; но у типов II–IV реально guṇa (tyaktaḥ); ударение не обсуждается
HK-30	SILENT	—	вне охвата (глагольная морфонология)
HK-31	SILENT	—	вне охвата (глагольная морфонология)
HK-32	SILENT	—	вне охвата (глагольная морфонология)
HK-33	SILENT	—	вне охвата (глагольная морфонология)
HK-34	SILENT	—	вне охвата (глагольная морфонология)
HK-35	SILENT	—	вне охвата (глагольная морфонология)
HK-36	SILENT	—	каузатив лишь морфонологически (kārayati); переходность и охват каузативации не обсуждаются
HK-37	SILENT	—	интенсив/фреквентатив в статье не рассматривается
HK-38	DISAGREE	Morphological Positions for the Roots (L107)	«Ātmanepada aorist stem 1 (akṛta)», «active aorist 1 (asthāt, açrot)» — аорист 1 и от kṛ/çru, и в Ātmanepada; не только -ā/bhū и не только Parasmaipada
HK-39	SILENT	—	прекатив упомянут (stheyāsam, bhūyāsam), но Ātmanepada-прекатив и частотность не обсуждаются
HK-40	SILENT	—	превербы лишь в сноске 12; порядок префиксов не обсуждается
HK-41	SILENT	—	вне охвата (глагольная морфонология)
HK-42	SILENT	—	вне охвата (глагольная морфонология)
HK-43	SILENT	—	вне охвата (глагольная морфонология)
HK-44	SILENT	—	вне охвата (глагольная морфонология)
HK-45	SILENT	—	вне охвата (глагольная морфонология)
HK-46	SILENT	—	вне охвата (глагольная морфонология)
HK-47	SILENT	—	вне охвата (глагольная морфонология)
HK-48	SILENT	—	вне охвата (глагольная морфонология)
HK-49	SILENT	—	вне охвата (глагольная морфонология)
HK-50	SILENT	—	вне охвата (глагольная морфонология)
HK-51	AGREE	Table 1 (L63)	«i … e … ai», «u … o … au» — e/o чередуются с ai/au как guṇa/vṛddhi рядов I₁/U₁; долгота и дифтонгическое происхождение не обсуждаются
HK-52	SILENT	—	вне охвата (глагольная морфонология)
HK-53	SILENT	—	вне охвата (глагольная морфонология)
HK-54	SILENT	—	вне охвата (глагольная морфонология)
HK-55	SILENT	—	вне охвата (глагольная морфонология)
HK-56	SILENT	—	вне охвата (глагольная морфонология)
HK-57	SILENT	—	вне охвата (глагольная морфонология)
HK-58	SILENT	—	вне охвата (глагольная морфонология)
HK-59	SILENT	—	вне охвата (глагольная морфонология)
HK-60	SILENT	—	вне охвата (глагольная морфонология)
HK-61	SILENT	—	вне охвата (глагольная морфонология)
HK-62	SILENT	—	вне охвата (глагольная морфонология)
HK-63	SILENT	—	вне охвата (глагольная морфонология)
HK-64	SILENT	—	вне охвата (внешние сандхи); в Table 1 i/u/ṛ→y/v/r лишь внутрикорневые алломорфы
HK-65	SILENT	—	вне охвата (глагольная морфонология)
HK-66	SILENT	—	вне охвата (глагольная морфонология)
HK-67	SILENT	—	вне охвата (глагольная морфонология)
HK-68	SILENT	—	—
HK-69	SILENT	—	вне охвата (глагольная морфонология)
HK-70	SILENT	—	вне охвата (глагольная морфонология)
HK-71	SILENT	—	вне охвата (глагольная морфонология)
HK-72	SILENT	—	вне охвата (глагольная морфонология)
HK-73	SILENT	—	вне охвата (глагольная морфонология)
HK-74	SILENT	—	вне охвата (глагольная морфонология)
HK-75	SILENT	—	вне охвата (глагольная морфонология)
HK-76	SILENT	—	вне охвата (глагольная морфонология)
HK-77	SILENT	—	вне охвата (глагольная морфонология)
HK-78	SILENT	—	вне охвата (глагольная морфонология)
HK-79	SILENT	—	вне охвата (глагольная морфонология)
HK-80	SILENT	—	вне охвата (глагольная морфонология)
HK-81	SILENT	—	вне охвата (глагольная морфонология)
HK-82	SILENT	—	—
HK-83	SILENT	—	—
HK-84	SILENT	—	вне охвата (глагольная морфонология)
HK-85	SILENT	—	вне охвата (глагольная морфонология)
HK-86	SILENT	—	вне охвата (глагольная морфонология)
HK-87	SILENT	—	вне охвата (глагольная морфонология)
HK-88	AGREE	Table 3 (L143) / Series A₁ (L171)	Тип II = guṇa–guṇa–vṛddhi: корень лишь в двух ступенях, слабая = guṇa. «The norm here is type II (approximately 100 roots)» — серия A₁ (корни с a).
HK-89	SILENT	—	вне охвата (глагольная морфонология)
HK-90	SILENT	—	вне охвата (глагольная морфонология)
HK-91	SILENT	—	вне охвата (глагольная морфонология)
HK-92	SILENT	—	—
HK-93	AGREE	Morphological Positions (L109) / Series I,U,R (L207)	Поз.2 (guṇa): «present tense 1 (bhavati)»; корни I₁/U₁/R₁ на один шумный — тип I, guṇa реализуется (ruc→rocati).
HK-94	AGREE	Morphological Positions (L107)	«present tense 6 (tirati)» — поз.1 (нулевая ступень корня); об ударении лишь косвенно (сн.21: акцент различал кл.1 и 6 в ведийском).
HK-95	AGREE	Series M and N (L221) / exceptions I,U,R (L209)	«present tense 4 bhrā́myati» — у Зализняка M₂: нулевая ступень = ām; «dī́vyati» — корень задан как dīv (ī в самом корне).
HK-96	SILENT	—	—
HK-97	SILENT	—	—
HK-98	DISAGREE	Morphological Positions (L107, L109)	«both present tenses 5 (kṛṇoti, kṛṇvanti)» и 9, 7 — поз.1: корень в нуле и в сильных, и в слабых формах, чередует суффикс; корень двувиден лишь в кл.2/3.
HK-99	SILENT	—	вне охвата (глагольная морфонология)
HK-100	SILENT	—	—
HK-101	AGREE	Morphological Positions (L107)	«both present tenses 5 (kṛṇoti, kṛṇvanti)» — поз.1: корень ослаблен; суффикс no/nu виден в примерах.
HK-102	SILENT	—	—
HK-103	SILENT	—	вне охвата (глагольная морфонология)
HK-104	SILENT	—	—
HK-105	AGREE	Series A₂ (L189)	«The remaining roots ending in ā belong to type II» — vā прямо назван (vātaḥ), yā покрыт правилом; ā сохраняется во всех позициях.
HK-106	SILENT	—	—
HK-107	SILENT	—	—
HK-108	AGREE	Morphological Positions (L109) / Type III (L207)	Будущее = поз.2 (guṇa): «stems of both future tenses (vakṣyati ... bhaviṣyati)»; но у типа III guṇa нет (krīḍiṣyati, bhikṣiṣyate).
HK-109	SILENT	—	—
HK-110	AGREE	Morphological Positions (L109)	«stems of both future tenses (vakṣyati, vaktā, bhaviṣyati, bhavitā)» — основа на -tā в одной поз.2 с -sya; i по seṭ/aniṭ, как в будущем.
HK-111	SILENT	—	вне охвата (глагольная морфонология)
HK-112	SILENT	—	вне охвата (глагольная морфонология)
HK-113	SILENT	—	—
HK-114	AGREE	Morphological Positions (L107–L127)	«weak perfect stem with reduplication», «stem of the desiderative with reduplication», през.3, аорист 3; интенсив в статье не рассматривается.
HK-115	SILENT	—	—
HK-116	SILENT	—	вне охвата (глагольная морфонология)
HK-117	AGREE	Morphological Positions a) (L113)	«position 3 for the roots ending in the a+C when in guṇa grade before a vowel»: tatāpa, çuçrāva, cakāra; прочие — guṇa (cicheda, dadarça).
HK-118	AGREE	Series A₂ (L183) / Morphological Positions (L107)	Слабые формы: «tasthuḥ», papuḥ, cakhyuḥ — поз.1, ā выпадает; об -au в 1/3 sg источник молчит.
HK-119	AGREE	Three-Grade Alternation, NB (L41)	«replacement of a (or zero) by е in the weak perfect stem» без редупликации: tepuḥ, mene; также petuḥ (pat).
HK-120	SILENT	—	—
HK-121	SILENT	—	—
HK-122	SILENT	—	вне охвата (глагольная морфонология)
HK-123	AGREE	Roots of seṭ and aniṭ Groups (L303–L305)	Оппозиция aniṭ/seṭ + смешанные типы: «the so-called veṭ (optional connective vowel in every possible case)».
HK-124	AGREE	Morphological Positions (L99, L109)	«root + tum (or i-tum)», поз.2: kartum, rocitum; sthā-tum (сн.1); но у типа III guṇa нет (krīḍitum, pūjitum).
HK-125	AGREE	Morphological Positions (L107, L129)	Поз.1: «absolutive ending in -tvā (chittvā) and -tya (-kṛtya)»; -ya: -bhūya; но у корней на ā — поз.2 (-sthāya).
HK-126	SILENT	—	вне охвата (глагольная морфонология)
HK-127	SILENT	—	вне охвата (глагольная морфонология)
HK-128	SILENT	—	вне охвата (глагольная морфонология)
HK-129	AGREE	Morphological Positions (L107)	«passive stem (but not causative) (chidyate)» — поз.1 (ослабленный корень + ya); ударение в статье не рассматривается.
HK-130	DISAGREE	Series A₂ (L189)	ā→ī лишь у типа I (sthīyate, pīyate); тип II сохраняет ā: «khyā 'to see' — khyātaḥ, khyāyate»; ср. çīryate (не ri); hūyate у З. — регулярная нулевая ступень hvā//hū.
HK-131	SILENT	—	дублеты пассива -an-корней не обсуждаются; есть лишь параллель dhamyate/dhmāyate от dham//dhmā.
HK-132	SILENT	—	вне охвата (глагольная морфонология)
HK-133	SILENT	—	—
HK-134	SILENT	—	вне охвата (глагольная морфонология)
HK-135	AGREE	Table 1 (L50)	«samprasāraṇa series: i—ya—yā, u—va—vā, ṛ—ra—rā» — двойное чередование сонант+гласный ~ i/u/ṛ, то же по сути.
HK-136	SILENT	—	правило Бартоломе не формулируется; формы типа stabdhaḥ, -gdha- лишь цитируются.
HK-137	AGREE	Series M and N (L221)	«bhram 'to wander' — bhrāntaḥ»; ср. kṣāntaḥ, dhvāntaḥ: у З. ām — нулевая ступень M₂, поверхностно = удлинение a с m→n.
HK-138	SILENT	—	вне охвата (глагольная морфонология)
HK-139	SILENT	—	вне охвата (глагольная морфонология)
HK-140	SILENT	—	вне охвата (глагольная морфонология)
HK-141	SILENT	—	формы на -ivāṁs- лишь цитируются как данные о слабой основе перфекта; правило образования не формулируется.
HK-142	SILENT	—	—
HK-143	SILENT	—	—
HK-144	SILENT	—	вне охвата (глагольная морфонология)
HK-145	SILENT	—	вне охвата (глагольная морфонология)
HK-146	SILENT	—	вне охвата (глагольная морфонология)
HK-147	SILENT	—	вне охвата (глагольная морфонология)
HK-148	SILENT	—	вне охвата (глагольная морфонология)
HK-149	SILENT	—	вне охвата (глагольная морфонология)
