lemma_id	lemma	stem_class	gender	cell	corpus_count	freq_band	core_rank	expected_form	attested_forms	agreement
91970	dharma	a-stem	Masc	Nom.Plur	321	1000+	12	DarmAH	dharmāḥ|dharmāṇi	variant
91970	dharma	a-stem	Masc	Acc.Sing	1534	1000+	12	Darmam	dharmam|dharmām	variant
91970	dharma	a-stem	Masc	Acc.Dual	9	1000+	12	DarmO	dharmau	match
91970	dharma	a-stem	Masc	Acc.Plur	261	1000+	12	DarmAn	dharmān|dharmāṇi|dharmā	variant
91970	dharma	a-stem	Masc	Ins.Sing	570	1000+	12	DarmeRa	dharmeṇa	match
91970	dharma	a-stem	Masc	Ins.Dual	2	1000+	12	DarmAByAm	dharmābhyām	match
91970	dharma	a-stem	Masc	Ins.Plur	65	1000+	12	DarmEH	dharmaiḥ|dharmabhiḥ	variant
91970	dharma	a-stem	Masc	Dat.Sing	88	1000+	12	DarmAya	dharmāya	match
91970	dharma	a-stem	Masc	Dat.Plur	1	1000+	12	DarmeByaH	dharmebhyaḥ	match
91970	dharma	a-stem	Masc	Abl.Sing	398	1000+	12	DarmAd|DarmAt	dharmāt|dharmataḥ	variant
91970	dharma	a-stem	Masc	Abl.Dual	2	1000+	12	DarmAByAm	dharmābhyām	match
91970	dharma	a-stem	Masc	Abl.Plur	12	1000+	12	DarmeByaH	dharmebhyaḥ	match
91970	dharma	a-stem	Masc	Gen.Sing	376	1000+	12	Darmasya	dharmasya	match
91970	dharma	a-stem	Masc	Gen.Dual	8	1000+	12	DarmayoH	dharmayoḥ	match
91970	dharma	a-stem	Masc	Gen.Plur	185	1000+	12	DarmARAm	dharmāṇām	match
91970	dharma	a-stem	Masc	Loc.Sing	487	1000+	12	Darme	dharme|dharmme	variant
91970	dharma	a-stem	Masc	Loc.Dual	1	1000+	12	DarmayoH	dharmayoḥ	match
91970	dharma	a-stem	Masc	Loc.Plur	147	1000+	12	Darmezu	dharmeṣu	match
91970	dharma	a-stem	Masc	Voc.Sing	16	1000+	12	Darma	dharmaiḥ|dharma	variant
57749	ātman	consonant-stem	Masc	Nom.Sing	3417	1000+	13	AtmA	ātmā|ātma	variant
57749	ātman	consonant-stem	Masc	Nom.Dual	12	1000+	13	AtmAnO	ātmanau|_|ātmānau	variant
57749	ātman	consonant-stem	Masc	Nom.Plur	176	1000+	13	AtmAnaH	ātmānaḥ	match
57749	ātman	consonant-stem	Masc	Acc.Sing	2519	1000+	13	AtmAnam	ātmānam|ātma|ātmāṇam	variant
57749	ātman	consonant-stem	Masc	Acc.Dual	5	1000+	13	AtmAnO	ātmanau	mismatch
57749	ātman	consonant-stem	Masc	Acc.Plur	27	1000+	13	AtmanaH	ātmanaḥ|ātmnaḥ	variant
57749	ātman	consonant-stem	Masc	Ins.Sing	878	1000+	13	AtmanA	ātmanā	match
57749	ātman	consonant-stem	Masc	Ins.Plur	51	1000+	13	AtmaBiH	ātmabhiḥ|_	variant
57749	ātman	consonant-stem	Masc	Dat.Sing	258	1000+	13	Atmane	ātmane	match
57749	ātman	consonant-stem	Masc	Dat.Plur	2	1000+	13	AtmaByaH	ātmabhyaḥ	match
57749	ātman	consonant-stem	Masc	Abl.Sing	140	1000+	13	AtmanaH	ātmanaḥ|ātmataḥ	variant
57749	ātman	consonant-stem	Masc	Abl.Plur	1	1000+	13	AtmaByaH	ātmabhyaḥ	match
57749	ātman	consonant-stem	Masc	Gen.Sing	1986	1000+	13	AtmanaH	ātmanaḥ|_	variant
57749	ātman	consonant-stem	Masc	Gen.Dual	20	1000+	13	AtmanoH	ātmanoḥ|_	variant
57749	ātman	consonant-stem	Masc	Gen.Plur	165	1000+	13	AtmanAm	ātmanām|_	variant
57749	ātman	consonant-stem	Masc	Loc.Sing	1043	1000+	13	Atmani	ātmani|ātman	variant
57749	ātman	consonant-stem	Masc	Loc.Dual	2	1000+	13	AtmanoH	ātmanoḥ	match
57749	ātman	consonant-stem	Masc	Loc.Plur	17	1000+	13	Atmasu	ātmasu	match
57749	ātman	consonant-stem	Masc	Voc.Sing	134	1000+	13	Atman	ātman	match
144475	putra	a-stem	Masc	Nom.Sing	3240	1000+	14	putraH	putraḥ|putrā|putram	variant
144475	putra	a-stem	Masc	Nom.Dual	253	1000+	14	putrO	putrau|putre|putrā	variant
144475	putra	a-stem	Masc	Nom.Plur	1138	1000+	14	putrAH	putrāḥ|putrāsaḥ	variant
144475	putra	a-stem	Masc	Acc.Sing	1568	1000+	14	putram	putram|putrām	variant
144475	putra	a-stem	Masc	Acc.Dual	79	1000+	14	putrO	putrau|putre	variant
144475	putra	a-stem	Masc	Acc.Plur	694	1000+	14	putrAn	putrān|putrāṁ|putrāṇi	variant
144475	putra	a-stem	Masc	Ins.Sing	405	1000+	14	putreRa	putreṇa|putrayā	variant
144475	putra	a-stem	Masc	Ins.Dual	16	1000+	14	putrAByAm	putrābhyām	match
144475	putra	a-stem	Masc	Ins.Plur	272	1000+	14	putrEH	putraiḥ|putrābhiḥ	variant
144475	putra	a-stem	Masc	Dat.Sing	129	1000+	14	putrAya	putrāya|putrāyai	variant
144475	putra	a-stem	Masc	Dat.Dual	3	1000+	14	putrAByAm	putrābhyām	match
144475	putra	a-stem	Masc	Dat.Plur	36	1000+	14	putreByaH	putrebhyaḥ	match
144475	putra	a-stem	Masc	Abl.Sing	65	1000+	14	putrAd|putrAt	putrāt|putrataḥ|putrāyāḥ	variant
144475	putra	a-stem	Masc	Abl.Dual	1	1000+	14	putrAByAm	putrābhyām	match
144475	putra	a-stem	Masc	Abl.Plur	13	1000+	14	putreByaH	putrebhyaḥ	match
144475	putra	a-stem	Masc	Gen.Sing	572	1000+	14	putrasya	putrasya|putrāyāḥ	variant
144475	putra	a-stem	Masc	Gen.Dual	36	1000+	14	putrayoH	putrayoḥ	match
144475	putra	a-stem	Masc	Gen.Plur	422	1000+	14	putrARAm	putrāṇām|putrānām	variant
144475	putra	a-stem	Masc	Loc.Sing	151	1000+	14	putre	putre|putrāyām	variant
144475	putra	a-stem	Masc	Loc.Plur	91	1000+	14	putrezu	putreṣu|putrāsu	variant
144475	putra	a-stem	Masc	Voc.Sing	612	1000+	14	putra	putraiḥ|putra|putre	variant
144475	putra	a-stem	Masc	Voc.Dual	1	1000+	14	putrO	putrau	match
144475	putra	a-stem	Masc	Voc.Plur	98	1000+	14	putrAH	putrāḥ|putrāsaḥ	variant
66869	loka	a-stem	Masc	Nom.Sing	1149	1000+	16	lokaH	lokaḥ|lokam|lokā	variant
66869	loka	a-stem	Masc	Nom.Dual	29	1000+	16	lokO	lokau|loke	variant
66869	loka	a-stem	Masc	Nom.Plur	858	1000+	16	lokAH	lokāḥ	match
66869	loka	a-stem	Masc	Acc.Sing	2262	1000+	16	lokam	lokam	match
66869	loka	a-stem	Masc	Acc.Dual	43	1000+	16	lokO	lokau	match
66869	loka	a-stem	Masc	Acc.Plur	1175	1000+	16	lokAn	lokān|lokāni|lokāṁ	variant
66869	loka	a-stem	Masc	Ins.Sing	76	1000+	16	lokena	lokena	match
66869	loka	a-stem	Masc	Ins.Dual	2	1000+	16	lokAByAm	lokābhyām	match
66869	loka	a-stem	Masc	Ins.Plur	76	1000+	16	lokEH	lokaiḥ	match
66869	loka	a-stem	Masc	Dat.Sing	134	1000+	16	lokAya	lokāya	match
66869	loka	a-stem	Masc	Dat.Plur	21	1000+	16	lokeByaH	lokebhyaḥ	match
66869	loka	a-stem	Masc	Abl.Sing	358	1000+	16	lokAd|lokAt	lokāt|lokataḥ	variant
66869	loka	a-stem	Masc	Abl.Dual	3	1000+	16	lokAByAm	lokābhyām	match
66869	loka	a-stem	Masc	Abl.Plur	93	1000+	16	lokeByaH	lokebhyaḥ	match
66869	loka	a-stem	Masc	Gen.Sing	702	1000+	16	lokasya	lokasya	match
66869	loka	a-stem	Masc	Gen.Dual	19	1000+	16	lokayoH	lokayoḥ	match
66869	loka	a-stem	Masc	Gen.Plur	485	1000+	16	lokAnAm	lokānām|lokāṇām	variant
66869	loka	a-stem	Masc	Loc.Sing	3007	1000+	16	loke	loke	match
66869	loka	a-stem	Masc	Loc.Dual	23	1000+	16	lokayoH	lokayoḥ	match
66869	loka	a-stem	Masc	Loc.Plur	752	1000+	16	lokezu	lokeṣu	match
66869	loka	a-stem	Masc	Voc.Sing	1	1000+	16	loka	lokaiḥ	mismatch
66869	loka	a-stem	Masc	Voc.Plur	4	1000+	16	lokAH	lokāḥ	match
5705	agni	i-stem	Masc	Nom.Sing	4679	1000+	17	agniH	agniḥ|agni|agnim	variant
5705	agni	i-stem	Masc	Nom.Dual	185	1000+	17	agnI	agnī|agniḥ	variant
5705	agni	i-stem	Masc	Nom.Plur	351	1000+	17	agnayaH	agnayaḥ|agnīni	variant
5705	agni	i-stem	Masc	Acc.Sing	3101	1000+	17	agnim	agnim	match
5705	agni	i-stem	Masc	Acc.Dual	112	1000+	17	agnI	agnī	match
5705	agni	i-stem	Masc	Acc.Plur	328	1000+	17	agnIn	agnīn|agnīṃr|agnīni	variant
5705	agni	i-stem	Masc	Ins.Sing	811	1000+	17	agninA	agninā|agnyā	variant
5705	agni	i-stem	Masc	Ins.Dual	25	1000+	17	agniByAm	agnibhyām	match
5705	agni	i-stem	Masc	Ins.Plur	74	1000+	17	agniBiH	agnibhiḥ	match
5705	agni	i-stem	Masc	Dat.Sing	1081	1000+	17	agnaye	agnaye	match
5705	agni	i-stem	Masc	Dat.Dual	106	1000+	17	agniByAm	agnibhyām	match
5705	agni	i-stem	Masc	Dat.Plur	34	1000+	17	agniByaH	agnibhyaḥ	match
5705	agni	i-stem	Masc	Abl.Sing	211	1000+	17	agneH	agneḥ|agnitaḥ	variant
5705	agni	i-stem	Masc	Abl.Plur	6	1000+	17	agniByaH	agnibhyaḥ	match
5705	agni	i-stem	Masc	Gen.Sing	1145	1000+	17	agneH	agneḥ	match
5705	agni	i-stem	Masc	Gen.Dual	39	1000+	17	agnyoH	agnyoḥ|agniyoḥ	variant
5705	agni	i-stem	Masc	Gen.Plur	44	1000+	17	agnInAm	agnīnām	match
5705	agni	i-stem	Masc	Loc.Sing	1168	1000+	17	agnO	agnau|agnā	variant
5705	agni	i-stem	Masc	Loc.Dual	5	1000+	17	agnyoH	agnyoḥ|agniyoḥ	variant
5705	agni	i-stem	Masc	Loc.Plur	63	1000+	17	agnizu	agniṣu	match
5705	agni	i-stem	Masc	Voc.Sing	2953	1000+	17	agne	agne	match
5705	agni	i-stem	Masc	Voc.Dual	135	1000+	17	agnI	agnī	match
5705	agni	i-stem	Masc	Voc.Plur	17	1000+	17	agnayaH	agnayaḥ	match
163754	tva	a-stem	Neut	Nom.Sing	2798	1000+	18	tvam	tvam|tvaḥ	variant
163754	tva	a-stem	Neut	Nom.Dual	20	1000+	18	tve	tve	match
163754	tva	a-stem	Neut	Nom.Plur	16	1000+	18	tvAni	tvāni	match
163754	tva	a-stem	Neut	Acc.Sing	1955	1000+	18	tvam	tvam	match
163754	tva	a-stem	Neut	Acc.Plur	1	1000+	18	tvAni	tvān	mismatch
163754	tva	a-stem	Neut	Ins.Sing	731	1000+	18	tvena	tvena|tvā	variant
163754	tva	a-stem	Neut	Ins.Dual	10	1000+	18	tvAByAm	tvābhyām	match
163754	tva	a-stem	Neut	Ins.Plur	12	1000+	18	tvEH	tvaiḥ|tvebhiḥ	variant
163754	tva	a-stem	Neut	Dat.Sing	344	1000+	18	tvasmE	tvāya	mismatch
163754	tva	a-stem	Neut	Abl.Sing	3427	1000+	18	tvasmAd|tvasmAt	tvāt|tvataḥ	mismatch
163754	tva	a-stem	Neut	Abl.Plur	1	1000+	18	tveByaH	tvebhyaḥ	match
163754	tva	a-stem	Neut	Gen.Sing	68	1000+	18	tvasya	tvasya	match
163754	tva	a-stem	Neut	Gen.Dual	6	1000+	18	tvayoH	tvayoḥ	match
163754	tva	a-stem	Neut	Gen.Plur	1	1000+	18	tvezAm	tvānām	mismatch
163754	tva	a-stem	Neut	Loc.Sing	597	1000+	18	tvasmin	tve	mismatch
163754	tva	a-stem	Neut	Loc.Dual	4	1000+	18	tvayoH	tvayoḥ	match
163754	tva	a-stem	Neut	Loc.Plur	1	1000+	18	tvezu	tveṣu	match
163754	tva	a-stem	Neut	Voc.Sing	2	1000+	18	tva	tva	match
214906	tva	a-stem	Masc	Nom.Sing	2	1000+	18	tvaH	tvaḥ	match
214906	tva	a-stem	Masc	Abl.Sing	1	1000+	18	tvasmAd|tvasmAt	tvāt	mismatch
214906	tva	a-stem	Masc	Loc.Sing	1	1000+	18	tvasmin	tve	mismatch
213461	śru	u-stem	Fem	Abl.Sing	5	1000+	19	SroH|SrvAH	śruvaḥ	mismatch
213461	śru	u-stem	Fem	Gen.Sing	1	1000+	19	SroH|SrvAH	śruvaḥ	mismatch
69571	rasa	a-stem	Masc	Nom.Sing	2142	1000+	20	rasaH	rasaḥ|rasam|rasā	variant
69571	rasa	a-stem	Masc	Nom.Dual	17	1000+	20	rasO	rasau|rase	variant
69571	rasa	a-stem	Masc	Nom.Plur	241	1000+	20	rasAH	rasāḥ|rasāṇi|rasāni	variant
69571	rasa	a-stem	Masc	Acc.Sing	1295	1000+	20	rasam	rasam|rasām	variant
69571	rasa	a-stem	Masc	Acc.Dual	9	1000+	20	rasO	rasau	match
69571	rasa	a-stem	Masc	Acc.Plur	161	1000+	20	rasAn	rasān|rasāṇi|rasāḥ	variant
69571	rasa	a-stem	Masc	Ins.Sing	806	1000+	20	rasena	raseṇa|rasena|rasayā	variant
69571	rasa	a-stem	Masc	Ins.Dual	7	1000+	20	rasAByAm	rasābhyām	match
69571	rasa	a-stem	Masc	Ins.Plur	655	1000+	20	rasEH	rasaiḥ|rasābhiḥ	variant
69571	rasa	a-stem	Masc	Dat.Sing	16	1000+	20	rasAya	rasāya	match
69571	rasa	a-stem	Masc	Abl.Sing	161	1000+	20	rasAd|rasAt	rasāt|rasataḥ	variant
69571	rasa	a-stem	Masc	Abl.Plur	5	1000+	20	raseByaH	rasebhyaḥ	match
69571	rasa	a-stem	Masc	Gen.Sing	359	1000+	20	rasasya	rasasya	match
69571	rasa	a-stem	Masc	Gen.Dual	6	1000+	20	rasayoH	rasayoḥ	match
69571	rasa	a-stem	Masc	Gen.Plur	146	1000+	20	rasAnAm	rasāṇām|rasānām	variant
69571	rasa	a-stem	Masc	Loc.Sing	577	1000+	20	rase	rase	match
69571	rasa	a-stem	Masc	Loc.Dual	3	1000+	20	rasayoH	rasayoḥ	match
69571	rasa	a-stem	Masc	Loc.Plur	43	1000+	20	rasezu	raseṣu	match
69571	rasa	a-stem	Masc	Voc.Sing	7	1000+	20	rasa	rasaiḥ|rasa	variant
12243	karman	consonant-stem	Neut	Nom.Sing	1732	1000+	21	karma	karma|karmā	variant
12243	karman	consonant-stem	Neut	Nom.Dual	29	1000+	21	karmaRI	karmaṇau|karmaṇī|_	variant
12243	karman	consonant-stem	Neut	Nom.Plur	395	1000+	21	karmARi	karmāṇi|karmāṇaḥ|karmānaḥ	variant
12243	karman	consonant-stem	Neut	Acc.Sing	1584	1000+	21	karma	karma|karmāṇam	variant
12243	karman	consonant-stem	Neut	Acc.Dual	10	1000+	21	karmaRI	karmaṇī|karmaṇau	variant
12243	karman	consonant-stem	Neut	Acc.Plur	479	1000+	21	karmARi	karmāṇi|karmā|karmaṇaḥ	variant
12243	karman	consonant-stem	Neut	Ins.Sing	1060	1000+	21	karmaRA	karmaṇā|karmanā	variant
12243	karman	consonant-stem	Neut	Ins.Dual	9	1000+	21	karmaByAm	karmabhyām	match
12243	karman	consonant-stem	Neut	Ins.Plur	402	1000+	21	karmaBiH	karmabhiḥ	match
12243	karman	consonant-stem	Neut	Dat.Sing	98	1000+	21	karmaRe	karmaṇe	match
12243	karman	consonant-stem	Neut	Dat.Plur	7	1000+	21	karmaByaH	karmabhyaḥ	match
12243	karman	consonant-stem	Neut	Abl.Sing	114	1000+	21	karmaRaH	karmaṇaḥ|karmataḥ	variant
12243	karman	consonant-stem	Neut	Abl.Dual	2	1000+	21	karmaByAm	karmabhyām	match
12243	karman	consonant-stem	Neut	Abl.Plur	25	1000+	21	karmaByaH	karmabhyaḥ	match
12243	karman	consonant-stem	Neut	Gen.Sing	435	1000+	21	karmaRaH	karmaṇaḥ	match
12243	karman	consonant-stem	Neut	Gen.Dual	21	1000+	21	karmaRoH	karmaṇoḥ	match
12243	karman	consonant-stem	Neut	Gen.Plur	428	1000+	21	karmaRAm	karmaṇām|karmmaṇām	variant
12243	karman	consonant-stem	Neut	Loc.Sing	662	1000+	21	karmaRi	karmaṇi|karman	variant
12243	karman	consonant-stem	Neut	Loc.Dual	11	1000+	21	karmaRoH	karmaṇoḥ	match
12243	karman	consonant-stem	Neut	Loc.Plur	423	1000+	21	karmasu	karmasu	match
12243	karman	consonant-stem	Neut	Voc.Sing	12	1000+	21	karma|karman	karman	match
12243	karman	consonant-stem	Neut	Voc.Dual	1	1000+	21	karmaRI	karmāṇau	mismatch
63463	indra	a-stem	Masc	Nom.Sing	3081	1000+	22	indraH	indraḥ|indram|indra	variant
63463	indra	a-stem	Masc	Nom.Dual	16	1000+	22	indrO	indrau|indrā|indre	variant
63463	indra	a-stem	Masc	Nom.Plur	184	1000+	22	indrAH	indrāḥ	match
63463	indra	a-stem	Masc	Acc.Sing	1317	1000+	22	indram	indram|indrām	variant
63463	indra	a-stem	Masc	Acc.Dual	13	1000+	22	indrO	indrā|indrau	variant
63463	indra	a-stem	Masc	Acc.Plur	63	1000+	22	indrAn	indrān|indrāḥ|indrāṇi	variant
63463	indra	a-stem	Masc	Ins.Sing	384	1000+	22	indreRa	indreṇa|indrā|indrena	variant
63463	indra	a-stem	Masc	Ins.Dual	1	1000+	22	indrAByAm	indrābhyām	match
63463	indra	a-stem	Masc	Ins.Plur	102	1000+	22	indrEH	indraiḥ	match
63463	indra	a-stem	Masc	Dat.Sing	992	1000+	22	indrAya	indrāya	match
63463	indra	a-stem	Masc	Dat.Dual	4	1000+	22	indrAByAm	indrābhyām	match
63463	indra	a-stem	Masc	Dat.Plur	1	1000+	22	indreByaH	indrebhyaḥ	match
63463	indra	a-stem	Masc	Abl.Sing	65	1000+	22	indrAd|indrAt	indrāt	match
63463	indra	a-stem	Masc	Abl.Plur	1	1000+	22	indreByaH	indrebhyaḥ	match
63463	indra	a-stem	Masc	Gen.Sing	998	1000+	22	indrasya	indrasya	match
63463	indra	a-stem	Masc	Gen.Dual	6	1000+	22	indrayoH	indrayoḥ	match
63463	indra	a-stem	Masc	Gen.Plur	110	1000+	22	indrARAm	indrāṇām	match
63463	indra	a-stem	Masc	Loc.Sing	128	1000+	22	indre	indre	match
63463	indra	a-stem	Masc	Loc.Plur	11	1000+	22	indrezu	indreṣu	match
63463	indra	a-stem	Masc	Voc.Sing	2752	1000+	22	indra	indra|indraiḥ|indrāḥ	variant
63463	indra	a-stem	Masc	Voc.Dual	6	1000+	22	indrO	indrā|indrau	variant
63463	indra	a-stem	Masc	Voc.Plur	74	1000+	22	indrAH	indrāḥ	match
213360	sthā	ā-stem	Fem	Abl.Sing	4	1000+	25	sTAH	sthaḥ	mismatch
215014	sthā	ā-stem	Masc	Gen.Plur	1	1000+	25	sTAm	sthām	match
214897	jan	consonant-stem	Masc	Abl.Sing	1	1000+	26	jYaH	janaḥ	mismatch
214897	jan	consonant-stem	Masc	Gen.Dual	2	1000+	26	jYoH	janoḥ	mismatch
71929	rūpa	a-stem	Neut	Nom.Sing	2832	1000+	29	rUpam	rūpam|rūpaḥ|rūpā	variant
71929	rūpa	a-stem	Neut	Nom.Dual	44	1000+	29	rUpe	rūpe|rūpau	variant
71929	rūpa	a-stem	Neut	Nom.Plur	550	1000+	29	rUpARi	rūpāḥ|rūpāṇi|rūpā	variant
71929	rūpa	a-stem	Neut	Acc.Sing	1528	1000+	29	rUpam	rūpam|rūpām	variant
71929	rūpa	a-stem	Neut	Acc.Dual	27	1000+	29	rUpe	rūpe|rūpau	variant
71929	rūpa	a-stem	Neut	Acc.Plur	355	1000+	29	rUpARi	rūpāṇi|rūpān|rūpāḥ	variant
71929	rūpa	a-stem	Neut	Ins.Sing	957	1000+	29	rUpeRa	rūpeṇa|rūpayā|rūpena	variant
71929	rūpa	a-stem	Neut	Ins.Dual	11	1000+	29	rUpAByAm	rūpābhyām	match
71929	rūpa	a-stem	Neut	Ins.Plur	152	1000+	29	rUpEH	rūpaiḥ|rūpābhiḥ|rūpebhiḥ	variant
71929	rūpa	a-stem	Neut	Dat.Sing	109	1000+	29	rUpAya	rūpāya|rūpāyai	variant
71929	rūpa	a-stem	Neut	Dat.Dual	2	1000+	29	rUpAByAm	rūpābhyām	match
